,userid,learning_seq,mcode,learning_action_seq,event_type,action,object_type,timestamp,gender,grade,memberstatus,memberstatus_change,day_01_status,day_02_status,day_03_status,day_04_status,day_05_status,day_06_status,day_07_status,day_08_status,day_09_status,day_10_status,day_11_status,day_12_status,day_13_status,day_14_status,day_15_status,day_16_status,day_17_status,day_18_status,day_19_status,day_20_status,day_21_status,day_22_status,day_23_status,day_24_status,day_25_status,day_26_status,day_27_status,day_28_status,day_29_status,day_30_status,day_31_status,change_date
1903,4e478763-9937-4d47-b7da-a0113f860b52,8,T0ME52U21008,14,NavigationEvent,NavigatedTo,DigitalResource,2022-09-02 18:00:43.520,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1904,4e478763-9937-4d47-b7da-a0113f860b52,8,T0ME52U21008,15,ViewEvent,Viewed,DigitalResource,2022-09-02 18:00:43.927,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1822,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,1,ViewEvent,Viewed,DigitalResource,2022-09-02 18:02:47.215,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1823,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,2,NavigationEvent,NavigatedTo,DigitalResource,2022-09-02 18:02:51.741,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1824,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,3,ViewEvent,Viewed,DigitalResource,2022-09-02 18:02:51.893,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1825,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,4,NavigationEvent,NavigatedTo,DigitalResource,2022-09-02 18:06:21.430,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1826,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,5,ViewEvent,Viewed,DigitalResource,2022-09-02 18:06:21.570,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1827,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,6,NavigationEvent,NavigatedTo,DigitalResource,2022-09-02 18:06:27.952,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1828,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,7,ViewEvent,Viewed,DigitalResource,2022-09-02 18:06:28.050,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1831,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,10,MediaEvent,Ended,VideoObject,2022-09-02 18:06:33.364,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1829,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,8,MediaEvent,Started,VideoObject,2022-09-02 18:06:33.364,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1830,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,9,MediaEvent,JumpedTo,VideoObject,2022-09-02 18:06:33.364,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1832,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,11,ViewEvent,Viewed,DigitalResource,2022-09-02 18:06:35.807,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1833,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,12,MediaEvent,Started,VideoObject,2022-09-02 18:06:42.592,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1834,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,13,MediaEvent,Ended,VideoObject,2022-09-02 18:06:42.592,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1835,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,14,MediaEvent,JumpedTo,VideoObject,2022-09-02 18:06:42.592,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1836,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,15,ViewEvent,Viewed,DigitalResource,2022-09-02 18:06:45.228,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1837,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,16,MediaEvent,Started,VideoObject,2022-09-02 18:06:50.801,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1838,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,17,MediaEvent,JumpedTo,VideoObject,2022-09-02 18:06:50.801,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1839,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,18,MediaEvent,Ended,VideoObject,2022-09-02 18:06:50.801,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1840,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,19,ViewEvent,Viewed,DigitalResource,2022-09-02 18:06:53.465,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1841,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,20,NavigationEvent,NavigatedTo,DigitalResource,2022-09-02 18:08:12.403,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1842,4e478763-9937-4d47-b7da-a0113f860b52,13,T0SE52U10002,21,ViewEvent,Viewed,DigitalResource,2022-09-02 18:08:12.564,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1949,4e478763-9937-4d47-b7da-a0113f860b52,15,T0SE52U29003,1,ViewEvent,Viewed,DigitalResource,2022-09-02 18:09:44.847,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1950,4e478763-9937-4d47-b7da-a0113f860b52,15,T0SE52U29003,2,NavigationEvent,NavigatedTo,DigitalResource,2022-09-02 18:09:50.433,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1951,4e478763-9937-4d47-b7da-a0113f860b52,15,T0SE52U29003,3,MediaEvent,JumpedTo,VideoObject,2022-09-02 18:09:53.578,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1952,4e478763-9937-4d47-b7da-a0113f860b52,15,T0SE52U29003,4,MediaEvent,Started,VideoObject,2022-09-02 18:09:53.578,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1953,4e478763-9937-4d47-b7da-a0113f860b52,15,T0SE52U29003,5,MediaEvent,Ended,VideoObject,2022-09-02 18:09:53.578,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1954,4e478763-9937-4d47-b7da-a0113f860b52,15,T0SE52U29003,6,MediaEvent,Ended,VideoObject,2022-09-02 18:09:53.578,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1743,4e478763-9937-4d47-b7da-a0113f860b52,16,T0TE52U01003,1,ViewEvent,Viewed,DigitalResource,2022-09-02 18:10:07.863,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1744,4e478763-9937-4d47-b7da-a0113f860b52,16,T0TE52U01003,2,NavigationEvent,NavigatedTo,DigitalResource,2022-09-02 18:10:12.064,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1745,4e478763-9937-4d47-b7da-a0113f860b52,16,T0TE52U01003,3,ViewEvent,Viewed,DigitalResource,2022-09-02 18:10:12.180,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1746,4e478763-9937-4d47-b7da-a0113f860b52,16,T0TE52U01003,4,NavigationEvent,NavigatedTo,DigitalResource,2022-09-02 18:11:01.657,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1747,4e478763-9937-4d47-b7da-a0113f860b52,16,T0TE52U01003,5,ViewEvent,Viewed,DigitalResource,2022-09-02 18:11:01.823,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1911,4e478763-9937-4d47-b7da-a0113f860b52,18,T0KE52U02006,1,ViewEvent,Viewed,DigitalResource,2022-09-02 18:14:09.700,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1912,4e478763-9937-4d47-b7da-a0113f860b52,18,T0KE52U02006,2,NavigationEvent,NavigatedTo,DigitalResource,2022-09-02 18:14:22.685,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1913,4e478763-9937-4d47-b7da-a0113f860b52,18,T0KE52U02006,3,ViewEvent,Viewed,DigitalResource,2022-09-02 18:14:22.864,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1914,4e478763-9937-4d47-b7da-a0113f860b52,18,T0KE52U02006,4,NavigationEvent,NavigatedTo,DigitalResource,2022-09-02 18:14:29.934,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1915,4e478763-9937-4d47-b7da-a0113f860b52,18,T0KE52U02006,5,ViewEvent,Viewed,DigitalResource,2022-09-02 18:14:30.071,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1916,4e478763-9937-4d47-b7da-a0113f860b52,18,T0KE52U02006,6,MediaEvent,Started,VideoObject,2022-09-02 18:14:34.827,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1917,4e478763-9937-4d47-b7da-a0113f860b52,18,T0KE52U02006,7,MediaEvent,JumpedTo,VideoObject,2022-09-02 18:14:34.827,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1918,4e478763-9937-4d47-b7da-a0113f860b52,18,T0KE52U02006,8,MediaEvent,Ended,VideoObject,2022-09-02 18:14:34.827,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1919,4e478763-9937-4d47-b7da-a0113f860b52,18,T0KE52U02006,9,ViewEvent,Viewed,DigitalResource,2022-09-02 18:14:36.571,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1920,4e478763-9937-4d47-b7da-a0113f860b52,18,T0KE52U02006,10,MediaEvent,JumpedTo,VideoObject,2022-09-02 18:14:41.193,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1921,4e478763-9937-4d47-b7da-a0113f860b52,18,T0KE52U02006,11,MediaEvent,Started,VideoObject,2022-09-02 18:14:41.193,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1922,4e478763-9937-4d47-b7da-a0113f860b52,18,T0KE52U02006,12,MediaEvent,Ended,VideoObject,2022-09-02 18:14:41.193,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1923,4e478763-9937-4d47-b7da-a0113f860b52,18,T0KE52U02006,13,ViewEvent,Viewed,DigitalResource,2022-09-02 18:14:43.368,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1924,4e478763-9937-4d47-b7da-a0113f860b52,18,T0KE52U02006,14,NavigationEvent,NavigatedTo,DigitalResource,2022-09-02 18:15:10.548,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1925,4e478763-9937-4d47-b7da-a0113f860b52,18,T0KE52U02006,15,ViewEvent,Viewed,DigitalResource,2022-09-02 18:15:10.680,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1926,4e478763-9937-4d47-b7da-a0113f860b52,18,T0KE52U02006,16,NavigationEvent,NavigatedTo,DigitalResource,2022-09-02 18:15:28.732,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1927,4e478763-9937-4d47-b7da-a0113f860b52,18,T0KE52U02006,17,ViewEvent,Viewed,DigitalResource,2022-09-02 18:15:28.921,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1934,4e478763-9937-4d47-b7da-a0113f860b52,20,T0ME52U21009,1,ViewEvent,Viewed,DigitalResource,2022-09-02 18:16:57.178,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1935,4e478763-9937-4d47-b7da-a0113f860b52,20,T0ME52U21009,2,NavigationEvent,NavigatedTo,DigitalResource,2022-09-02 18:17:17.740,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1936,4e478763-9937-4d47-b7da-a0113f860b52,20,T0ME52U21009,3,ViewEvent,Viewed,DigitalResource,2022-09-02 18:17:17.891,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1937,4e478763-9937-4d47-b7da-a0113f860b52,20,T0ME52U21009,4,NavigationEvent,NavigatedTo,DigitalResource,2022-09-02 18:17:31.385,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1938,4e478763-9937-4d47-b7da-a0113f860b52,20,T0ME52U21009,5,MediaEvent,Started,VideoObject,2022-09-02 18:17:32.106,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1939,4e478763-9937-4d47-b7da-a0113f860b52,20,T0ME52U21009,6,MediaEvent,Ended,VideoObject,2022-09-02 18:17:32.106,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1940,4e478763-9937-4d47-b7da-a0113f860b52,20,T0ME52U21009,7,MediaEvent,JumpedTo,VideoObject,2022-09-02 18:17:32.106,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1943,4e478763-9937-4d47-b7da-a0113f860b52,20,T0ME52U21009,10,MediaEvent,Ended,VideoObject,2022-09-02 18:17:37.964,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1941,4e478763-9937-4d47-b7da-a0113f860b52,20,T0ME52U21009,8,MediaEvent,Started,VideoObject,2022-09-02 18:17:37.964,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1942,4e478763-9937-4d47-b7da-a0113f860b52,20,T0ME52U21009,9,MediaEvent,JumpedTo,VideoObject,2022-09-02 18:17:37.964,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1944,4e478763-9937-4d47-b7da-a0113f860b52,20,T0ME52U21009,11,ViewEvent,Viewed,DigitalResource,2022-09-02 18:17:41.429,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1945,4e478763-9937-4d47-b7da-a0113f860b52,20,T0ME52U21009,12,NavigationEvent,NavigatedTo,DigitalResource,2022-09-02 18:18:24.627,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1946,4e478763-9937-4d47-b7da-a0113f860b52,20,T0ME52U21009,13,ViewEvent,Viewed,DigitalResource,2022-09-02 18:18:24.861,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1947,4e478763-9937-4d47-b7da-a0113f860b52,20,T0ME52U21009,14,NavigationEvent,NavigatedTo,DigitalResource,2022-09-02 18:18:54.597,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1948,4e478763-9937-4d47-b7da-a0113f860b52,20,T0ME52U21009,15,ViewEvent,Viewed,DigitalResource,2022-09-02 18:18:54.850,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1863,4e478763-9937-4d47-b7da-a0113f860b52,21,T0SE52U29004,1,ViewEvent,Viewed,DigitalResource,2022-09-02 18:20:28.486,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1864,4e478763-9937-4d47-b7da-a0113f860b52,21,T0SE52U29004,2,NavigationEvent,NavigatedTo,DigitalResource,2022-09-02 18:20:34.046,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1865,4e478763-9937-4d47-b7da-a0113f860b52,21,T0SE52U29004,3,MediaEvent,Started,VideoObject,2022-09-02 18:20:37.138,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1866,4e478763-9937-4d47-b7da-a0113f860b52,21,T0SE52U29004,4,MediaEvent,JumpedTo,VideoObject,2022-09-02 18:20:37.138,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1867,4e478763-9937-4d47-b7da-a0113f860b52,21,T0SE52U29004,5,MediaEvent,Ended,VideoObject,2022-09-02 18:20:37.138,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1868,4e478763-9937-4d47-b7da-a0113f860b52,21,T0SE52U29004,6,MediaEvent,Ended,VideoObject,2022-09-02 18:20:37.138,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1981,4e478763-9937-4d47-b7da-a0113f860b52,22,T0XE52U01010,1,ViewEvent,Viewed,DigitalResource,2022-09-02 18:20:55.000,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1982,4e478763-9937-4d47-b7da-a0113f860b52,22,T0XE52U01010,2,NavigationEvent,NavigatedTo,DigitalResource,2022-09-02 18:20:59.211,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1983,4e478763-9937-4d47-b7da-a0113f860b52,22,T0XE52U01010,3,MediaEvent,Started,VideoObject,2022-09-02 18:20:59.853,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1984,4e478763-9937-4d47-b7da-a0113f860b52,22,T0XE52U01010,4,MediaEvent,JumpedTo,VideoObject,2022-09-02 18:20:59.853,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1985,4e478763-9937-4d47-b7da-a0113f860b52,22,T0XE52U01010,5,MediaEvent,Ended,VideoObject,2022-09-02 18:20:59.853,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1986,4e478763-9937-4d47-b7da-a0113f860b52,22,T0XE52U01010,6,MediaEvent,Started,VideoObject,2022-09-02 18:21:02.106,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1987,4e478763-9937-4d47-b7da-a0113f860b52,22,T0XE52U01010,7,ViewEvent,Viewed,DigitalResource,2022-09-02 18:21:10.341,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1748,4e478763-9937-4d47-b7da-a0113f860b52,26,T0NE52U11001,1,ViewEvent,Viewed,DigitalResource,2022-09-02 18:23:54.839,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1749,4e478763-9937-4d47-b7da-a0113f860b52,26,T0NE52U11001,2,NavigationEvent,NavigatedTo,DigitalResource,2022-09-02 18:24:07.058,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1750,4e478763-9937-4d47-b7da-a0113f860b52,26,T0NE52U11001,3,ViewEvent,Viewed,DigitalResource,2022-09-02 18:24:07.224,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1751,4e478763-9937-4d47-b7da-a0113f860b52,26,T0NE52U11001,4,NavigationEvent,NavigatedTo,DigitalResource,2022-09-02 18:24:14.431,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1752,4e478763-9937-4d47-b7da-a0113f860b52,26,T0NE52U11001,5,ViewEvent,Viewed,DigitalResource,2022-09-02 18:24:14.603,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1753,4e478763-9937-4d47-b7da-a0113f860b52,26,T0NE52U11001,6,MediaEvent,Started,VideoObject,2022-09-02 18:24:15.440,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1754,4e478763-9937-4d47-b7da-a0113f860b52,26,T0NE52U11001,7,MediaEvent,JumpedTo,VideoObject,2022-09-02 18:24:15.440,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1755,4e478763-9937-4d47-b7da-a0113f860b52,26,T0NE52U11001,8,MediaEvent,Ended,VideoObject,2022-09-02 18:24:15.440,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1756,4e478763-9937-4d47-b7da-a0113f860b52,26,T0NE52U11001,9,ViewEvent,Viewed,DigitalResource,2022-09-02 18:24:17.977,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1757,4e478763-9937-4d47-b7da-a0113f860b52,26,T0NE52U11001,10,MediaEvent,Started,VideoObject,2022-09-02 18:24:34.902,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
1758,4e478763-9937-4d47-b7da-a0113f860b52,26,T0NE52U11001,11,MediaEvent,JumpedTo,VideoObject,2022-09-02 18:24:34.902,X,5,44,"11,55,44",11,11,11,11,11,11,11,11,11,11,11,55,55,55,55,55,55,44,44,44,44,44,44,44,44,44,44,44,44,44,999,18
